tj,tm2,tm3,tm2Prec,tm2ApplyHigh,tm2Jacobi,tm3Prec,tm3ApplyHigh,tm3Jacobi
0.003779888153076172,0.06296110153198242,0.07736015319824219,8.392333984375e-5,1.9073486328125e-6,2.8133392333984375e-5,4.7206878662109375e-5,8.797645568847656e-5,2.7894973754882812e-5
0.00015306472778320312,9.202957153320312e-5,0.0002028942108154297,3.409385681152344e-5,9.5367431640625e-7,5.2928924560546875e-5,2.002716064453125e-5,0.00013113021850585938,4.887580871582031e-5
0.00030303001403808594,0.00012612342834472656,0.00035500526428222656,3.3855438232421875e-5,9.5367431640625e-7,8.797645568847656e-5,2.4080276489257812e-5,0.00023698806762695312,9.202957153320312e-5
0.0006580352783203125,0.0002219676971435547,0.0007071495056152344,4.315376281738281e-5,9.5367431640625e-7,0.00017499923706054688,3.314018249511719e-5,0.0004968643188476562,0.0001761913299560547
0.0010018348693847656,0.00035500526428222656,0.0012798309326171875,6.580352783203125e-5,3.0994415283203125e-6,0.00028204917907714844,4.696846008300781e-5,0.0009088516235351562,0.0003211498260498047
0.0028259754180908203,0.0009479522705078125,0.0032291412353515625,0.0001518726348876953,6.198883056640625e-6,0.0007829666137695312,9.083747863769531e-5,0.0023641586303710938,0.0007648468017578125
0.0053958892822265625,0.0018739700317382812,0.006231069564819336,0.00018095970153808594,2.193450927734375e-5,0.0016520023345947266,0.0001678466796875,0.004594087600708008,0.0014500617980957031
0.011198043823242188,0.003145933151245117,0.01285099983215332,0.0002319812774658203,2.002716064453125e-5,0.0028760433197021484,0.0003190040588378906,0.009649991989135742,0.0028641223907470703
0.023904085159301758,0.0065000057220458984,0.025830984115600586,0.0003440380096435547,3.504753112792969e-5,0.00609588623046875,0.000308990478515625,0.01951909065246582,0.005980014801025391
0.043237924575805664,0.012095928192138672,0.05195498466491699,0.0005488395690917969,6.914138793945312e-5,0.01143503189086914,0.0005450248718261719,0.03984403610229492,0.011523962020874023
0.08395099639892578,0.024235963821411133,0.10430002212524414,0.0008981227874755859,5.3882598876953125e-5,0.023250102996826172,0.0008409023284912109,0.08025312423706055,0.02317190170288086
0.18586993217468262,0.048709869384765625,0.2139570713043213,0.0014121532440185547,5.2928924560546875e-5,0.047209978103637695,0.001394033432006836,0.16528892517089844,0.047222137451171875
0.3557319641113281,0.10390400886535645,0.4302239418029785,0.0022649765014648438,0.0001499652862548828,0.10139799118041992,0.0023910999298095703,0.33269691467285156,0.09502100944519043
0.7360081672668457,0.20632600784301758,0.8661260604858398,0.003963947296142578,0.00026488304138183594,0.20195317268371582,0.003503084182739258,0.67209792137146,0.19033098220825195
1.4785099029541016,0.4063749313354492,1.7514359951019287,0.0053730010986328125,0.00042700767517089844,0.40033698081970215,0.0054721832275390625,1.359496831893921,0.38620710372924805
2.9524199962615967,0.8376078605651855,3.588559150695801,0.008337974548339844,0.00090789794921875,0.8271651268005371,0.010681867599487305,2.7857069969177246,0.7916240692138672
6.132313966751099,1.7087798118591309,7.277074098587036,0.013670921325683594,0.001661062240600586,1.6926050186157227,0.014018058776855469,5.638283014297485,1.6239030361175537
14.820229053497314,3.7523560523986816,15.399649858474731,0.020025968551635742,0.0036020278930664062,3.7268970012664795,0.09454894065856934,11.619306087493896,3.683856964111328
31.610610008239746,8.063539028167725,32.88322401046753,0.04071307182312012,0.006970882415771484,8.012338161468506,0.040611982345581055,24.416041135787964,8.422865867614746
67.82651400566101,16.56155490875244,66.2001531124115,0.07290196418762207,0.014793872833251953,16.46659517288208,0.14793896675109863,49.39939212799072,16.64521098136902
